Date (YYYYMMDD), Description, Category, Value($), Balance (0) or Adjustment (1)
20230214, Withdrawal from eBay ComRWAKM3ZD PAYMENTS, Debit, -4.15, 1
20230214, Withdrawal from eBay ComRWAKM3ZD PAYMENTS, Debit, 3033.05, 0
20230214, Deposit from eBay PAYOUT, Credit, 16.03, 1
20230214, Deposit from eBay PAYOUT, Credit, 3037.2, 0
20230214, Deposit from eBay PAYOUT, Credit, 14.01, 1
20230214, Deposit from eBay PAYOUT, Credit, 3021.17, 0
20230222, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2201.23, 1
20230222, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2330.85, 0
20230222, Zelle money sent to Mary Kelley, Debit, -1908.5, 1
20230222, Zelle money sent to Mary Kelley, Debit, 129.62, 0
20230222, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1908.5, 1
20230222, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2038.12, 0
20230222, Deposit from eBay Inc7UPYIHPF ACCTVERIFY, Credit, 0.07, 1
20230222, Deposit from eBay Inc7UPYIHPF ACCTVERIFY, Credit, 129.62, 0
20230222, Deposit from eBay Inc7UPYIHPF ACCTVERIFY, Credit, 0.01, 1
20230222, Deposit from eBay Inc7UPYIHPF ACCTVERIFY, Credit, 129.55, 0
20230223, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, -1200.0, 1
20230223, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, 2378.85, 0
20230223, Deposit from VENMO CASHOUT, Credit, 1248.0, 1
20230223, Deposit from VENMO CASHOUT, Credit, 3578.85, 0
20230224, Withdrawal from eBay Com66VQ4RD9 PAYMENTS, Debit, -4.24, 1
20230224, Withdrawal from eBay Com66VQ4RD9 PAYMENTS, Debit, 2382.69, 0
20230224, Withdrawal from eBay IncHES2GZTI ACCTVERIFY, Debit, -0.08, 1
20230224, Withdrawal from eBay IncHES2GZTI ACCTVERIFY, Debit, 2386.93, 0
20230224, Deposit from eBay PAYOUT, Credit, 8.16, 1
20230224, Deposit from eBay PAYOUT, Credit, 2387.01, 0
20230228, Monthly Interest Paid, Credit, 0.12, 1
20230228, Monthly Interest Paid, Credit, 2382.81, 0
20230301, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -269.1, 1
20230301, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 2082.77, 0
20230301, Withdrawal from COMCAST 8773100 801998515, Debit, -30.94, 1
20230301, Withdrawal from COMCAST 8773100 801998515, Debit, 2351.87, 0
20230302, Withdrawal from VENMO PAYMENT, Debit, -20.0, 1
20230302, Withdrawal from VENMO PAYMENT, Debit, 2064.61, 0
20230302, Deposit from eBay PAYOUT, Credit, 1.84, 1
20230302, Deposit from eBay PAYOUT, Credit, 2084.61, 0
20230305, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 3500.0, 1
20230305, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 5564.61, 0
20230306, Deposit from VENMO CASHOUT, Credit, 20.0, 1
20230306, Deposit from VENMO CASHOUT, Credit, 5584.61, 0
20230307, Withdrawal from USAA P&C AUTOPAY, Debit, -68.14, 1
20230307, Withdrawal from USAA P&C AUTOPAY, Debit, 5516.47, 0
20230310, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 300.0, 1
20230310, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 8016.47, 0
20230310, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2200.0, 1
20230310, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 7716.47, 0
20230313, Withdrawal from LALO MANAGEMENT  252048-129, Debit, -2200.0, 1
20230313, Withdrawal from LALO MANAGEMENT  252048-129, Debit, 5804.74, 0
20230313, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, -11.73, 1
20230313, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, 8004.74, 0
20230314, Withdrawal from EVERSOURCE WEB_PAY, Debit, -9.91, 1
20230314, Withdrawal from EVERSOURCE WEB_PAY, Debit, 5829.04, 0
20230314, Deposit from eBay PAYOUT, Credit, 25.44, 1
20230314, Deposit from eBay PAYOUT, Credit, 5838.95, 0
20230314, Deposit from eBay PAYOUT, Credit, 8.77, 1
20230314, Deposit from eBay PAYOUT, Credit, 5813.51, 0
20230316, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -5093.36, 1
20230316, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 736.89, 0
20230316, Deposit from eBay PAYOUT, Credit, 1.21, 1
20230316, Deposit from eBay PAYOUT, Credit, 5830.25, 0
20230317, Withdrawal from KELLEY & RYAN MUNICIPAL, Debit, -67.98, 1
20230317, Withdrawal from KELLEY & RYAN MUNICIPAL, Debit, 668.91, 0
20230320, Reimbursement from grandma - Check Deposit (Mobile), Credit, 400.0, 1
20230320, Reimbursement from grandma - Check Deposit (Mobile), Credit, 1093.07, 0
20230320, Deposit from eBay ComHBNIWCNR PAYMENTS, Credit, 10.38, 1
20230320, Deposit from eBay ComHBNIWCNR PAYMENTS, Credit, 693.07, 0
20230320, Deposit from eBay ComQ94TZGYC PAYMENTS, Credit, 13.78, 1
20230320, Deposit from eBay ComQ94TZGYC PAYMENTS, Credit, 682.69, 0
20230321, Withdrawal from VENMO PAYMENT, Debit, -100.0, 1
20230321, Withdrawal from VENMO PAYMENT, Debit, 993.07, 0
20230322, Deposit from eBay ComFVMJH1NC PAYMENTS, Credit, 7.18, 1
20230322, Deposit from eBay ComFVMJH1NC PAYMENTS, Credit, 1000.25, 0
20230323, Deposit from eBay ComFBIWDDIW PAYMENTS, Credit, 1.38, 1
20230323, Deposit from eBay ComFBIWDDIW PAYMENTS, Credit, 1001.63, 0
20230324, Withdrawal from EVERSOURCE WEB_PAY, Debit, -45.15, 1
20230324, Withdrawal from EVERSOURCE WEB_PAY, Debit, 956.48, 0
20230325, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2200.0, 1
20230325, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 3156.48, 0
20230328, ATM Withdrawal - CAPITAL ONE A35A SOMERVILLE  MA, Debit, -60.0, 1
20230328, ATM Withdrawal - CAPITAL ONE A35A SOMERVILLE  MA, Debit, 3115.48, 0
20230328, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1000.0, 1
20230328, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 3175.48, 0
20230328, Withdrawal from IRS USATAXPYMT, Debit, -731.0, 1
20230328, Withdrawal from IRS USATAXPYMT, Debit, 2175.48, 0
20230328, Withdrawal from VANGUARD BUY INVESTMENT, Debit, -250.0, 1
20230328, Withdrawal from VANGUARD BUY INVESTMENT, Debit, 2906.48, 0
20230329, Deposit from VENMO CASHOUT, Credit, 1130.0, 1
20230329, Deposit from VENMO CASHOUT, Credit, 4194.54, 0
20230329, Withdrawal from COMCAST 8773100 801998515, Debit, -50.94, 1
20230329, Withdrawal from COMCAST 8773100 801998515, Debit, 3064.54, 0
20230331, Monthly Interest Paid, Credit, 0.3, 1
20230331, Monthly Interest Paid, Credit, 4359.84, 0
20230331, Deposit from COMM. OF MASS. MASTTAXRFD, Credit, 165.0, 1
20230331, Deposit from COMM. OF MASS. MASTTAXRFD, Credit, 4359.54, 0
20230401, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2000.0, 1
20230401, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 6359.84, 0
20230403, Withdrawal from LALO MANAGEMENT  252048-129, Debit, -2200.0, 1
20230403, Withdrawal from LALO MANAGEMENT  252048-129, Debit, 4095.94, 0
20230403, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -40.62, 1
20230403, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 6295.94, 0
20230403, Withdrawal from VENMO PAYMENT, Debit, -23.28, 1
20230403, Withdrawal from VENMO PAYMENT, Debit, 6336.56, 0
20230405, Check Deposit (Mobile), Credit, 45.0, 1
20230405, Check Deposit (Mobile), Credit, 9140.94, 0
20230405, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 5000.0, 1
20230405, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 9095.94, 0
20230406, Withdrawal from USAA P&C AUTOPAY, Debit, -68.14, 1
20230406, Withdrawal from USAA P&C AUTOPAY, Debit, 9072.8, 0
20230410, Withdrawal from VENMO PAYMENT, Debit, -100.0, 1
20230410, Withdrawal from VENMO PAYMENT, Debit, 8972.8, 0
20230411, Withdrawal from VANGUARD BUY INVESTMENT, Debit, -250.0, 1
20230411, Withdrawal from VANGUARD BUY INVESTMENT, Debit, 8722.8, 0
20230412, Deposit from VENMO CASHOUT, Credit, 900.0, 1
20230412, Deposit from VENMO CASHOUT, Credit, 9622.8, 0
20230413, Deposit from VENMO CASHOUT, Credit, 100.0, 1
20230413, Deposit from VENMO CASHOUT, Credit, 9722.8, 0
20230417, Deposit from eBay ComBJ39A5HU PAYMENTS, Credit, 30.68, 1
20230417, Deposit from eBay ComBJ39A5HU PAYMENTS, Credit, 1195.65, 0
20230417, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -8622.45, 1
20230417, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 1164.97, 0
20230417, Deposit from eBay ComOWSVDI0V PAYMENTS, Credit, 64.62, 1
20230417, Deposit from eBay ComOWSVDI0V PAYMENTS, Credit, 9787.42, 0
20230418, Deposit from eBay ComH14OAOJQ PAYMENTS, Credit, 35.77, 1
20230418, Deposit from eBay ComH14OAOJQ PAYMENTS, Credit, 1231.42, 0
20230420, Deposit from eBay Com6YEPPWPL PAYMENTS, Credit, 143.61, 1
20230420, Deposit from eBay Com6YEPPWPL PAYMENTS, Credit, 1375.03, 0
20230421, Deposit from eBay ComEVCEMBHM PAYMENTS, Credit, 41.03, 1
20230421, Deposit from eBay ComEVCEMBHM PAYMENTS, Credit, 1416.06, 0
20230424, Deposit from eBay ComVMZJMQY3 PAYMENTS, Credit, 248.55, 1
20230424, Deposit from eBay ComVMZJMQY3 PAYMENTS, Credit, 1664.61, 0
20230425, Deposit from eBay ComWKD72A1I PAYMENTS, Credit, 85.14, 1
20230425, Deposit from eBay ComWKD72A1I PAYMENTS, Credit, 2786.02, 0
20230425, Withdrawal from eBay Com1HSTBSYG PAYMENTS, Debit, -4.88, 1
20230425, Withdrawal from eBay Com1HSTBSYG PAYMENTS, Debit, 2700.88, 0
20230425, Deposit from VENMO CASHOUT, Credit, 1113.0, 1
20230425, Deposit from VENMO CASHOUT, Credit, 2705.76, 0
20230425, Withdrawal from VENMO PAYMENT, Debit, -16.19, 1
20230425, Withdrawal from VENMO PAYMENT, Debit, 1592.76, 0
20230425, Withdrawal from EVERSOURCE WEB_PAY, Debit, -55.66, 1
20230425, Withdrawal from EVERSOURCE WEB_PAY, Debit, 1608.95, 0
20230427, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, -452.6, 1
20230427, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, 2333.42, 0
20230428, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, -0.1, 1
20230428, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, 2333.32, 0
20230430, Monthly Interest Paid, Credit, 0.43, 1
20230430, Monthly Interest Paid, Credit, 2126.75, 0
20230430, Zelle money sent to Mary Kelley, Debit, -207.0, 1
20230430, Zelle money sent to Mary Kelley, Debit, 2126.32, 0
20230501, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -427.58, 1
20230501, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 2273.23, 0
20230501, From grandma for coffee table - Check Deposit (Mobile), Credit, 600.0, 1
20230501, From grandma for coffee table - Check Deposit (Mobile), Credit, 2700.81, 0
20230501, Withdrawal from COMCAST 8773100 801998515, Debit, -25.94, 1
20230501, Withdrawal from COMCAST 8773100 801998515, Debit, 2100.81, 0
20230502, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2000.0, 1
20230502, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2074.64, 0
20230502, Withdrawal from LALO MANAGEMENT  252048-129, Debit, -2200.0, 1
20230502, Withdrawal from LALO MANAGEMENT  252048-129, Debit, 74.64, 0
20230502, Deposit from eBay ComTWG93LIT PAYMENTS, Credit, 1.41, 1
20230502, Deposit from eBay ComTWG93LIT PAYMENTS, Credit, 2274.64, 0
20230505, Deposit from GUSTO PAYROLL CON 899906, Credit, 135.0, 1
20230505, Deposit from GUSTO PAYROLL CON 899906, Credit, 2209.64, 0
20230508, Withdrawal from USAA P&C AUTOPAY, Debit, -68.14, 1
20230508, Withdrawal from USAA P&C AUTOPAY, Debit, 2190.52, 0
20230508, Deposit from eBay ComNXFX4VCS PAYMENTS, Credit, 49.02, 1
20230508, Deposit from eBay ComNXFX4VCS PAYMENTS, Credit, 2258.66, 0
20230509, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 4101.0, 1
20230509, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 6291.52, 0
20230510, Deposit from VENMO CASHOUT, Credit, 850.0, 1
20230510, Deposit from VENMO CASHOUT, Credit, 7141.52, 0
20230511, Withdrawal from VANGUARD BUY INVESTMENT, Debit, -250.0, 1
20230511, Withdrawal from VANGUARD BUY INVESTMENT, Debit, 6886.19, 0
20230511, Withdrawal from eBay ComTJQ5KMD4 PAYMENTS, Debit, -5.33, 1
20230511, Withdrawal from eBay ComTJQ5KMD4 PAYMENTS, Debit, 7136.19, 0
20230512, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 480.0, 1
20230512, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 7366.19, 0
20230515, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -7187.46, 1
20230515, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 178.73, 0
20230522, Deposit from VENMO CASHOUT, Credit, 318.0, 1
20230522, Deposit from VENMO CASHOUT, Credit, 489.73, 0
20230522, Zelle money sent to Mary Kelley, Debit, -2207.0, 1
20230522, Zelle money sent to Mary Kelley, Debit, 171.73, 0
20230522, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 200.0, 1
20230522, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2378.73, 0
20230522, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2000.0, 1
20230522, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2178.73, 0
20230525, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2200.0, 1
20230525, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2632.05, 0
20230525, Withdrawal from EVERSOURCE WEB_PAY, Debit, -57.68, 1
20230525, Withdrawal from EVERSOURCE WEB_PAY, Debit, 432.05, 0
20230526, Withdrawal from VENMO PAYMENT, Debit, -500.0, 1
20230526, Withdrawal from VENMO PAYMENT, Debit, 2127.71, 0
20230526, Withdrawal from eBay ComADJIOGN3 PAYMENTS, Debit, -4.34, 1
20230526, Withdrawal from eBay ComADJIOGN3 PAYMENTS, Debit, 2627.71, 0
20230530, From grandma - Check Deposit (Mobile), Credit, 500.0, 1
20230530, From grandma - Check Deposit (Mobile), Credit, 3576.77, 0
20230530, Withdrawal from COMCAST 8773100 801998515, Debit, -50.94, 1
20230530, Withdrawal from COMCAST 8773100 801998515, Debit, 3076.77, 0
20230530, Deposit from VENMO CASHOUT, Credit, 1000.0, 1
20230530, Deposit from VENMO CASHOUT, Credit, 3127.71, 0
20230531, Monthly Interest Paid, Credit, 0.22, 1
20230531, Monthly Interest Paid, Credit, 3576.99, 0
20230601, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -643.23, 1
20230601, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 2933.76, 0
20230602, Withdrawal from LALO MANAGEMENT  252048-129, Debit, -2200.0, 1
20230602, Withdrawal from LALO MANAGEMENT  252048-129, Debit, 733.76, 0
20230605, Deposit from VENMO CASHOUT, Credit, 638.0, 1
20230605, Deposit from VENMO CASHOUT, Credit, 1371.76, 0
20230606, Withdrawal from USAA P&C AUTOPAY, Debit, -68.1, 1
20230606, Withdrawal from USAA P&C AUTOPAY, Debit, 1553.66, 0
20230606, Deposit from VENMO CASHOUT, Credit, 250.0, 1
20230606, Deposit from VENMO CASHOUT, Credit, 1621.76, 0
20230607, Deposit from GUSTO PAYROLL CON 564291, Credit, 135.0, 1
20230607, Deposit from GUSTO PAYROLL CON 564291, Credit, 1688.66, 0
20230608, Deposit from VENMO CASHOUT, Credit, 168.0, 1
20230608, Deposit from VENMO CASHOUT, Credit, 1856.66, 0
20230610, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2259.0, 1
20230610, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 4115.66, 0
20230612, Withdrawal from VANGUARD BUY INVESTMENT, Debit, -250.0, 1
20230612, Withdrawal from VANGUARD BUY INVESTMENT, Debit, 4033.66, 0
20230612, Deposit from VENMO CASHOUT, Credit, 168.0, 1
20230612, Deposit from VENMO CASHOUT, Credit, 4283.66, 0
20230613, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 2964.0, 1
20230613, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 6997.66, 0
20230615, Withdrawal from VENMO PAYMENT, Debit, -6.0, 1
20230615, Withdrawal from VENMO PAYMENT, Debit, 6991.66, 0
20230620, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -5133.26, 1
20230620, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 1870.82, 0
20230620, Deposit from VENMO CASHOUT, Credit, 12.0, 1
20230620, Deposit from VENMO CASHOUT, Credit, 7004.08, 0
20230620, Deposit from eBay ComWFME9C1B PAYMENTS, Credit, 0.42, 1
20230620, Deposit from eBay ComWFME9C1B PAYMENTS, Credit, 6992.08, 0
20230623, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -100.0, 1
20230623, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 1608.7, 0
20230623, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -100.0, 1
20230623, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 1708.7, 0
20230623, Withdrawal from EVERSOURCE WEB_PAY, Debit, -62.12, 1
20230623, Withdrawal from EVERSOURCE WEB_PAY, Debit, 1808.7, 0
20230626, Deposit from VENMO CASHOUT, Credit, 50.0, 1
20230626, Deposit from VENMO CASHOUT, Credit, 1658.7, 0
20230629, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1400.0, 1
20230629, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 3007.76, 0
20230629, Withdrawal from COMCAST 8773100 801998515, Debit, -50.94, 1
20230629, Withdrawal from COMCAST 8773100 801998515, Debit, 1607.76, 0
20230630, Monthly Interest Paid, Credit, 0.26, 1
20230630, Monthly Interest Paid, Credit, 3012.36, 0
20230630, Deposit from eBay ComQPCXDCFC PAYMENTS, Credit, 4.34, 1
20230630, Deposit from eBay ComQPCXDCFC PAYMENTS, Credit, 3012.1, 0
20230703, Withdrawal from LALO MANAGEMENT  252048-129, Debit, -2200.0, 1
20230703, Withdrawal from LALO MANAGEMENT  252048-129, Debit, 345.07, 0
20230703, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -467.29, 1
20230703, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 2545.07, 0
20230704, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1200.0, 1
20230704, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2540.37, 0
20230704, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1000.0, 1
20230704, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1340.37, 0
20230704, Debit Card Purchase - TST BLOC 11 CAFE SOMERVILLE MA, Debit, -4.7, 1
20230704, Debit Card Purchase - TST BLOC 11 CAFE SOMERVILLE MA, Debit, 340.37, 0
20230705, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -1150.0, 1
20230705, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 272.39, 0
20230705, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -1117.98, 1
20230705, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 1422.39, 0
20230706, Withdrawal from USAA P&C AUTOPAY, Debit, -62.08, 1
20230706, Withdrawal from USAA P&C AUTOPAY, Debit, 210.31, 0
20230707, Deposit from GUSTO PAYROLL CON 190152, Credit, 405.0, 1
20230707, Deposit from GUSTO PAYROLL CON 190152, Credit, 615.31, 0
20230708, Debit Card Purchase - CSC SERVICEWORK PORTLAND ME, Debit, -2.0, 1
20230708, Debit Card Purchase - CSC SERVICEWORK PORTLAND ME, Debit, 613.31, 0
20230709, Debit Card Purchase - 7 ELEVEN 32532 PORTLAND ME, Debit, -21.23, 1
20230709, Debit Card Purchase - 7 ELEVEN 32532 PORTLAND ME, Debit, 592.08, 0
20230710, Withdrawal from VENMO PAYMENT, Debit, -160.0, 1
20230710, Withdrawal from VENMO PAYMENT, Debit, 432.08, 0
20230710, Withdrawal from BANK OF AMERICA ACCTVERIFY, Debit, -0.82, 1
20230710, Withdrawal from BANK OF AMERICA ACCTVERIFY, Debit, 592.08, 0
20230710, Deposit from BANK OF AMERICA ACCTVERIFY, Credit, 0.44, 1
20230710, Deposit from BANK OF AMERICA ACCTVERIFY, Credit, 592.9, 0
20230710, Deposit from BANK OF AMERICA ACCTVERIFY, Credit, 0.38, 1
20230710, Deposit from BANK OF AMERICA ACCTVERIFY, Credit, 592.46, 0
20230711, Withdrawal from VANGUARD BUY INVESTMENT, Debit, -250.0, 1
20230711, Withdrawal from VANGUARD BUY INVESTMENT, Debit, 182.08, 0
20230712, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 2964.0, 1
20230712, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3146.08, 0
20230713, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 90.1, 1
20230713, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3236.18, 0
20230717, Withdrawal from VENMO PAYMENT, Debit, -95.0, 1
20230717, Withdrawal from VENMO PAYMENT, Debit, 4056.18, 0
20230717, Withdrawal from VENMO PAYMENT, Debit, -95.0, 1
20230717, Withdrawal from VENMO PAYMENT, Debit, 4151.18, 0
20230717, Withdrawal from VENMO PAYMENT, Debit, -35.0, 1
20230717, Withdrawal from VENMO PAYMENT, Debit, 4246.18, 0
20230717, Withdrawal from VENMO PAYMENT, Debit, -27.0, 1
20230717, Withdrawal from VENMO PAYMENT, Debit, 4281.18, 0
20230717, Withdrawal from VENMO PAYMENT, Debit, -19.0, 1
20230717, Withdrawal from VENMO PAYMENT, Debit, 4308.18, 0
20230717, Withdrawal from VENMO PAYMENT, Debit, -9.0, 1
20230717, Withdrawal from VENMO PAYMENT, Debit, 4327.18, 0
20230717, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1100.0, 1
20230717, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 4336.18, 0
20230718, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -156.75, 1
20230718, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 3899.43, 0
20230720, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1000.0, 1
20230720, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 4945.47, 0
20230720, Deposit from eBay ComSZPQIEGV PAYMENTS, Credit, 46.04, 1
20230720, Deposit from eBay ComSZPQIEGV PAYMENTS, Credit, 3945.47, 0
20230721, Withdrawal from AMEX EPAYMENT RETRY PYMT, Debit, -3900.0, 1
20230721, Withdrawal from AMEX EPAYMENT RETRY PYMT, Debit, 1045.47, 0
20230723, Debit Card Purchase - SEASONED AMERICAN BIST ESTES PARK CO, Debit, -134.14, 1
20230723, Debit Card Purchase - SEASONED AMERICAN BIST ESTES PARK CO, Debit, 911.33, 0
20230725, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1500.0, 1
20230725, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2356.06, 0
20230725, Withdrawal from EVERSOURCE WEB_PAY, Debit, -56.85, 1
20230725, Withdrawal from EVERSOURCE WEB_PAY, Debit, 856.06, 0
20230725, Deposit from eBay ComV4QFW4KN PAYMENTS, Credit, 1.58, 1
20230725, Deposit from eBay ComV4QFW4KN PAYMENTS, Credit, 912.91, 0
20230727, Deposit from GUSTO PAYROLL CON 661642, Credit, 481.5, 1
20230727, Deposit from GUSTO PAYROLL CON 661642, Credit, 2837.56, 0
20230731, Monthly Interest Paid, Credit, 0.18, 1
20230731, Monthly Interest Paid, Credit, 2824.8, 0
20230731, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 50.0, 1
20230731, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2824.62, 0
20230731, Withdrawal from VENMO PAYMENT, Debit, -12.0, 1
20230731, Withdrawal from VENMO PAYMENT, Debit, 2774.62, 0
20230731, Withdrawal from COMCAST 8773100 801998515, Debit, -50.94, 1
20230731, Withdrawal from COMCAST 8773100 801998515, Debit, 2786.62, 0
20230801, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -609.59, 1
20230801, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 2140.21, 0
20230801, Withdrawal from LALO MANAGEMENT  252048-129, Debit, -2200.0, 1
20230801, Withdrawal from LALO MANAGEMENT  252048-129, Debit, 2749.8, 0
20230801, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2125.0, 1
20230801, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 4949.8, 0
20230802, Check Deposit (Mobile), Credit, 1.47, 1
20230802, Check Deposit (Mobile), Credit, 104.19, 0
20230802, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -1937.49, 1
20230802, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 102.72, 0
20230802, Withdrawal from ROBINHOOD DEBITS, Debit, -100.0, 1
20230802, Withdrawal from ROBINHOOD DEBITS, Debit, 2040.21, 0
20230803, Withdrawal from VENMO PAYMENT, Debit, -9.82, 1
20230803, Withdrawal from VENMO PAYMENT, Debit, 94.37, 0
20230804, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 45.0, 1
20230804, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 136.38, 0
20230804, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -2.99, 1
20230804, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 91.38, 0
20230807, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -12.99, 1
20230807, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 123.39, 0
20230808, Withdrawal from USAA P&C AUTOPAY, Debit, -62.08, 1
20230808, Withdrawal from USAA P&C AUTOPAY, Debit, 61.31, 0
20230809, Withdrawal from VENMO PAYMENT, Debit, -12.0, 1
20230809, Withdrawal from VENMO PAYMENT, Debit, 49.31, 0
20230812, From Cindy - Check Deposit (Mobile), Credit, 100.0, 1
20230812, From Cindy - Check Deposit (Mobile), Credit, 449.31, 0
20230812, From Judy - Check Deposit (Mobile), Credit, 300.0, 1
20230812, From Judy - Check Deposit (Mobile), Credit, 349.31, 0
20230813, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, -400.0, 1
20230813, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, 3101.29, 0
20230813, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3051.98, 1
20230813, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3501.29, 0
20230814, Withdrawal from VANGUARD BUY INVESTMENT BPF_DSS_0_0814115553.txt, Debit, -250.0, 1
20230814, Withdrawal from VANGUARD BUY INVESTMENT BPF_DSS_0_0814115553.txt, Debit, 2659.63, 0
20230814, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -123.92, 1
